contigName	contigLen	totalAvgDepth	1_cov.bam	1_cov.bam-var	2_cov.bam	2_cov.bam-var
contig_16293	3221	3.15142	3.15142	0.392388	3.36926	3.81476
contig_7679	10086	4.343	4.343	3.56595	7.74829	16.9418
contig_15403	28741	9.90266	9.90266	8.77194	11.1576	17.4433
contig_16726	2261	3.72004	3.72004	3.24431	7.30459	20.6388
contig_25672	3537	10.7198	10.7198	117.198	6.87452	53.9626
contig_13588	12703	5.80602	5.80602	2.93646	5.4802	5.37156
contig_12616	12586	4.8202	4.82028	1.31396	4.04254	6.43304
contig_11124	3389	2.60759	2.60759	0.324358	2.06329	2.12908
contig_7797	1382	5.94399	5.94399	1.05534	71.2516	25.0495
contig_10611	3587	3.25022	3.25022	1.19407	5.01862	7.16772
contig_15651	2338	3.94516	3.94516	0.79625	4.03245	12.4995
contig_21301	4944	3.02336	3.02336	0.23727	0.745724	1.19991
contig_4011	86397	4.21464	4.21464	1.83653	6.45436	11.8109
contig_7884	1038	4.89302	4.89302	4.06858	53.9167	1985.04
contig_22206	9729	3.28489	3.28489	2.74422	0.705397	1.75554
contig_4215	3349	2.82432	2.82432	1.05543	1.15036	1.43424
contig_961	5028	5.11378	5.11378	7.92987	22.4	64.8501
contig_9298	1788	8.40904	8.40904	2.36774	8.47436	14.5499
contig_6443	41388	3.33639	3.33639	3.97529	2.89803	7.65418
contig_12485	9474	4.08741	4.08741	1.43203	2.34213	4.44339
contig_25360	63816	6.2357	6.2357	4.33163	10.5526	27.5999
contig_19596	3432	2.68373	2.68373	0.360177	0.930225	1.4267
contig_25282	16508	5.34179	5.34179	3.09473	3.06168	18.344
contig_1810	21024	9.6132	9.6132	10.2879	15.8611	164.236
contig_24449	2140	3.7809	3.7809	2.25263	13.6462	23.4757
contig_17216	9425	2.66329	2.66329	0.913393	4.07892	12.3466
contig_19934	44792	7.02701	7.02701	4.57476	9.09513	15.8214
contig_13606	21632	3.43036	3.43036	2.67272	5.41137	7.74599
contig_22316	2617	3.47994	3.47994	1.26753	2.01338	1.94183
contig_3871	9541	5.14759	5.14759	1.54697	3.4598	8.69305
contig_25856	17674	6.94527	6.94527	3.75952	10.11	15.514
contig_25161	2003	36.7118	36.7118	10.0594	58.5121	336.931
contig_6990	7942	5.02413	5.02413	2.45047	10.2949	19.2144
contig_1529	32983	17.1338	17.1338	33.9635	39.8766	281.665
contig_17339	5919	3.58953	3.58953	0.962932	2.41238	5.24683
contig_18245	9966	5.09485	5.09485	7.94923	5.10126	20.1544
contig_4163	13926	2.29297	2.29297	1.42145	1.68895	3.66477
contig_21958	14601	3.42952	3.42952	1.21025	1.9564	2.01713
contig_9491	93425	23.9173	23.9173	46.719	21.1655	110.904
contig_16997	2410	3.64646	3.64646	0.285314	7.04336	13.8592
contig_1498	7854	8.68328	8.68328	7.26318	36.0256	96.9334
contig_8180	4919	3.74858	3.74858	1.4794	2.71273	4.76024
contig_16946	10228	2.18922	2.18922	0.736677	2.45307	5.00943
contig_5198	6200	4.19256	4.19256	1.8985	3.27752	12.9498
contig_22458	2625	29.4218	29.4218	34.3812	24.5887	77.4586
contig_11397	5158	5.16693	5.16693	0.473024	4.34305	9.32873
contig_60	47437	6.3985	6.3985	9.86963	6.68465	30.1733
contig_11851	14815	2.24807	2.24807	0.50365	1.47392	2.41709
contig_11872	9498	4.9356	4.9356	20.3098	8.48256	207.894
contig_9791	3862	2.66918	2.66918	0.628885	3.55065	7.06559
contig_19688	1588	6.71697	6.71697	3.04927	3.04451	3.49977
contig_11286	14785	2.80615	2.80615	2.07126	7.69265	14.7273
contig_6856	27410	4.67803	4.67806	3.48376	4.19079	8.21784
contig_17171	21968	4.9037	4.90375	2.69845	7.18164	9.45032
contig_20551	2286	1.98268	1.98268	0.01703	0	0
contig_14412	6516	3.45492	3.45492	1.54259	3.69431	6.00147
contig_6792	1320	1.18376	1.18376	0.795119	10.4077	43.7557
contig_24997	36255	5.97975	5.97975	4.75804	2.76034	3.75899
contig_15185	1431	7.16237	7.16237	0.934558	14.523	13.1168
contig_20901	7492	2.98611	2.98611	0.73783	4.48543	6.49937
contig_3517	3811	34.5042	34.5042	95.5725	91.7269	386.969
contig_17594	22700	3.71344	3.71344	2.3208	5.91353	8.65339
contig_20875	5344	2.79265	2.79265	0.171711	0.6598	1.02249
contig_1	153767	10.245	10.245	11.807	19.9518	50.2569
contig_4430	4965	7.42056	7.42056	2.31638	8.63655	16.4468
contig_6134	6088	5.94897	5.94897	13.3495	10.612	43.4927
contig_25144	22514	4.94505	4.94505	5.19226	5.16392	9.13754
contig_7992	3915	1.50863	1.50863	0.58368	1.77317	5.12071
contig_15784	2210	1.18447	1.18447	0.215592	0.723786	1.61627
contig_19107	3873	3.12033	3.12033	1.0645	2.24953	6.79392
contig_24259	16517	136.74	136.74	1588.75	78.2181	1257.97
contig_22902	11156	3.59876	3.59876	0.759782	3.93676	5.6904
contig_22435	5133	5.43949	5.43949	4.21965	5.49268	9.27577
contig_9567	10333	4.14308	4.14308	3.34741	4.99892	15.3679
contig_6591	8719	3.1083	3.1083	1.00436	1.79496	3.14886
contig_15226	4955	3.71779	3.71779	1.66552	0.944225	1.10597
contig_14375	12774	3.56543	3.56543	0.972596	8.15312	13.0088
contig_1005	2684	22.5178	22.5182	3.77128	59.0039	78.4344
contig_6171	51586	5.67884	5.67884	10.5021	3.68403	8.36028
contig_20870	10954	2.44141	2.4415	0.625752	2.07516	3.94459
contig_24977	30465	6.876	6.876	3.32274	4.33996	7.39656
contig_16205	8543	4.08614	4.08614	1.79724	4.42476	6.42237
contig_13771	12888	7.68849	7.68849	6.23777	10.1628	15.6854
contig_10087	218145	9.96634	9.96634	8.08652	24.2184	42.0755
contig_15125	6205	3.89694	3.89694	1.99967	1.85037	3.20446
contig_23301	16901	3.85392	3.85392	1.90973	6.08841	9.11918
contig_10714	5468	3.18917	3.18917	1.06176	1.97649	3.84348
contig_15747	3296	3.45931	3.45931	0.37753	0.887158	0.765965
contig_17877	5040	8.31902	8.31922	5.37755	5.01104	12.0575
contig_16636	8109	4.75286	4.75286	3.45769	4.83729	10.4882
contig_11539	5232	3.24164	3.24164	1.74837	0.683589	1.32713
contig_14877	2175	1.96198	1.96198	1.00795	5.96642	6.67971
contig_13503	14538	10.3205	10.3205	10.3702	7.94301	14.0819
contig_16073	30050	2.90736	2.90736	1.79429	5.49338	10.9719
contig_23241	12582	2.68959	2.68959	0.479218	2.57955	3.92776
contig_15882	2781	2.26302	2.26302	0.668439	0.41049	0.652711
contig_19577	4496	3.23677	3.23677	0.716089	4.08859	6.92672
contig_23317	11041	4.96538	4.96538	3.97009	4.93435	7.34984
contig_7315	4443	3.05171	3.05171	1.53133	4.04333	8.75343
contig_21163	3036	2.01559	2.01559	0.151231	0.530839	0.57078
contig_9818	12779	3.82097	3.82097	2.45539	5.19249	9.94879
contig_8066	20314	8.17844	8.17844	4.52449	6.24673	9.73522
contig_14930	3706	1.70697	1.70697	0.210043	1.27193	1.20115
contig_1772	6879	6.86907	6.86907	3.14719	8.95928	15.0975
contig_11247	25982	6.40183	6.40183	7.26928	4.98208	10.7798
contig_17008	13101	3.13335	3.13335	1.62183	2.11281	3.74299
contig_23809	6094	3.7352	3.7352	9.97264	4.27843	9.14208
contig_17751	9248	3.23346	3.23346	2.5089	3.55199	11.1082
contig_7535	36063	4.77574	4.77574	2.62989	4.72007	8.36781
contig_21881	2294	3.26772	3.26772	1.95627	2.23228	3.4532
contig_8276	3804	2.89464	2.89464	0.422238	2.01615	6.55665
contig_1929	30137	4.38473	4.38473	4.01849	4.221	17.2265
contig_10970	6723	4.52761	4.52761	1.73782	11.3021	23.2767
contig_5448	28995	132.263	132.263	1284.33	155.661	2806.64
contig_5107	6483	3.55471	3.55471	0.976953	5.45666	9.57673
contig_2343	13258	51.5397	51.5397	615.416	85.6247	2207.36
contig_12982	3948	4.01211	4.01211	1.2498	2.99737	6.99818
contig_16713	13920	4.95512	4.95512	4.78456	5.1045	8.50058
contig_5303	90109	6.87239	6.87239	9.43427	4.56768	13.6996
contig_4725	3972	4.85531	4.85531	3.66362	23.6219	87.8664
contig_516	25960	5.20666	5.20666	3.18157	10.2899	22.4206
contig_17802	6504	1.95987	1.95987	0.835345	3.93658	5.74146
contig_14255	12375	3.25202	3.25202	3.44012	5.28188	8.78969
contig_8800	9826	4.17249	4.17249	2.17552	7.70174	13.1239
contig_15702	3731	4.07596	4.07596	2.1217	9.85535	28.1051
contig_21325	7886	2.26512	2.26512	0.980128	0.573423	0.931082
contig_15396	3462	2.82337	2.82337	1.31977	0.881643	1.82169
contig_22795	18064	2.15357	2.15357	1.21623	2.41749	3.85878
contig_5204	5463	3.01562	3.01562	0.815446	4.72181	13.3383
contig_10633	14024	4.63262	4.63262	12.4944	10.0617	236.711
contig_18367	5417	2.93127	2.93127	0.712295	8.26562	16.3791
contig_10762	14781	3.86207	3.86207	3.10903	3.12542	4.94145
contig_7625	252729	9.20705	9.20705	10.7095	17.0768	43.4666
contig_7915	10684	3.15721	3.15721	1.42319	1.86425	2.86099
contig_17318	5613	2.87589	2.87589	0.201736	2.94783	3.94548
contig_12368	9805	9.58861	9.58861	33.7956	4.79171	16.91
contig_3864	19962	34.1393	34.1393	181.13	46.9536	256.037
contig_24537	4665	4.10078	4.10078	1.68968	3.35017	7.39898
contig_15525	44623	7.04355	7.04355	5.73707	11.9293	21.4259
contig_22122	2434	3.72504	3.72504	0.225724	2.21191	4.54116
contig_21639	2371	6.13913	6.13913	1.95948	21.932	51.1978
contig_11359	9837	2.52937	2.52937	0.599992	3.29318	11.8399
contig_22337	12289	3.42096	3.42096	3.35587	4.33915	8.42141
contig_15218	9886	5.6363	5.6363	0.514762	8.00791	11.8621
contig_406	26916	4.85665	4.85665	5.58225	17.9966	496.82
contig_9477	12127	4.4684	4.4684	5.11737	2.71871	7.0052
contig_19330	6201	8.18757	8.18757	9.36821	14.1861	29.8949
contig_16212	1334	2.45017	2.45017	1.04231	5.49578	44.0183
contig_1793	19125	4.39357	4.39357	2.91238	5.00179	7.82671
contig_23209	20383	2.8199	2.8199	2.08714	0.802896	1.54752
contig_25348	10572	3.57974	3.57974	5.78482	2.61054	30.0364
contig_24748	6581	9.23511	9.23511	2.12046	5.82771	13.2148
contig_1075	23586	17.6237	17.6237	18.3244	44.2521	4585.92
contig_13918	12110	6.01614	6.01614	5.24994	7.82032	11.4478
contig_20488	6304	2.35554	2.35554	0.665359	0.447026	0.502422
contig_13379	2458	1.96404	1.96404	0.0346841	2.4818	2.63294
contig_1344	1421	3.8332	3.8332	2.16585	23.0315	75.7059
contig_4258	1937	0.43033	0.43033	0.245282	7.71517	10.7246
contig_890	17730	18.7765	18.7765	77.0669	29.0904	189.517
contig_2515	2494	2.87671	2.87671	2.75515	8.71416	90.8381
contig_19931	7473	2.82917	2.82917	1.08595	0.664755	0.80713
contig_12056	1572	0.994374	0.994374	0.00559816	3.65963	34.6217
contig_24931	44215	6.03953	6.03953	4.08237	4.64605	8.9056
contig_4494	8396	4.37618	4.37618	9.0394	14.9251	63.7672
contig_7711	80495	29.6381	29.6381	59.539	61.5552	317.067
contig_3741	6521	6.4285	6.4285	73.0806	12.2998	182.695
contig_7965	10258	3.36377	3.36377	1.84473	1.98961	4.4943
contig_25015	116706	7.75637	7.75637	7.82048	6.86675	11.4153
contig_19510	3206	5.18521	5.18521	2.51364	7.63613	28.6957
contig_9336	1858	0.576698	0.576698	0.46688	5.05211	14.2087
contig_16795	2238	2.89511	2.89511	0.759962	2.29981	3.17501
contig_15448	6713	3.73488	3.73488	3.15729	3.4565	8.03739
contig_6864	22768	5.19286	5.1929	2.98147	10.7953	15.4195
contig_21681	60995	7.00164	7.00164	6.03921	8.36338	13.9089
contig_11131	2178	3.63955	3.63955	0.458569	0.610947	0.631491
contig_13905	3847	1.75791	1.75791	0.305818	5.12686	10.7488
contig_13985	1225	1.34326	1.34326	0.233092	13.5479	97.9576
contig_5883	4998	1.64171	1.64171	0.232036	2.65285	3.94479
contig_7380	10781	3.83134	3.83134	0.827451	4.25068	9.57771
contig_14251	31549	3.34441	3.34441	7.22167	4.54995	21.7339
contig_5713	2960	3.06904	3.06904	0.478677	0.864769	1.21987
contig_17480	3035	5.06482	5.06482	0.609154	19.7955	199.783
contig_19278	5129	3.36393	3.36393	0.609186	7.71058	18.1618
contig_1273	10232	5.39754	5.39754	5.04764	7.21881	8.73199
contig_7582	20622	2.67907	2.67907	0.958259	5.91999	12.063
contig_25709	12000	3.86295	3.86295	1.73031	5.25966	9.85882
contig_5399	9814	4.15801	4.15801	2.56513	6.5626	12.0175
contig_3328	12713	8.86078	8.86086	13.2827	23.6479	277.865
contig_5824	35435	5.55565	5.55565	3.58951	8.37149	19.1425
contig_15640	4583	4.52583	4.52583	1.6916	3.01083	6.48273
contig_12904	2915	2.52333	2.52333	1.6837	10.5783	13.1154
contig_8017	2614	3.42938	3.42938	0.282466	1.11282	1.59912
contig_17194	8043	2.89877	2.89877	0.882749	3.89307	5.30448
contig_9105	9485	4.61532	4.61532	0.890032	8.21243	19.8253
contig_22231	30004	2.27614	2.27614	1.09783	2.02971	3.33249
contig_19314	2423	3.20326	3.20326	0.209554	1.4725	2.08211
contig_10767	1544	11.4907	11.4907	16.8258	18.6829	91.2461
contig_19017	6501	2.82727	2.82727	0.8906	1.46528	2.10997
contig_7097	16549	3.39527	3.39527	7.11494	2.97433	7.26727
contig_12948	2674	2.79754	2.79754	0.595944	0.612916	0.701043
contig_14984	7156	8.79518	8.79518	1.46627	21.0936	28.4373
contig_21227	4119	2.90854	2.90854	0.213656	2.64525	3.02079
contig_9628	3814	3.45388	3.45388	0.929356	7.28029	8.68694
contig_9426	7027	4.7986	4.7986	0.789098	8.61073	21.8571
contig_12754	3510	10.1673	10.1673	5.82607	11.2408	22.8826
contig_17319	3319	6.05333	6.05333	4.08897	1.6106	3.9284
contig_90	6799	18.2405	18.2406	140.531	39.3402	2273.58
contig_16245	29074	4.10604	4.10604	4.07028	2.43327	4.84519
contig_6389	6059	19.2307	19.2307	48.7326	21.8609	130.686
contig_19351	3400	4.16308	4.16308	2.9453	3.02431	2.73103
contig_19661	3874	2.90575	2.90575	1.8141	4.87916	9.96369
contig_10208	14576	5.845	5.845	12.7779	3.74719	10.2573
contig_7873	2260	8.10995	8.10995	2.66881	27.1867	76.6325
contig_17522	14586	2.73552	2.73552	1.73848	5.70885	12.7536
contig_5576	10930	3.13367	3.13367	0.500235	3.17041	4.50402
contig_25327	42314	7.61875	7.61875	6.39435	6.4677	12.2954
contig_1558	5768	3.18993	3.18993	3.89719	12.1844	199.142
contig_20781	4331	3.35063	3.35063	1.48284	5.77015	6.47566
contig_19133	6323	2.67228	2.67228	0.610822	1.6253	2.03021
contig_21360	4349	5.24149	5.24149	1.89687	1.9307	2.40282
contig_24595	9222	5.72961	5.72961	8.93807	10.5197	82.4019
contig_2670	1368	47.0952	47.0952	15.1066	86.1478	266.635
contig_15718	7484	3.2303	3.2303	0.574685	1.27107	2.00037
contig_10217	2986	2.8914	2.8914	5.30038	5.97144	33.6565
contig_9575	5836	5.93546	5.93546	1.93046	3.00475	3.34089
contig_20228	23912	3.49861	3.49861	2.52633	2.81201	3.95526
contig_20795	3820	3.49973	3.49973	0.504084	1.37357	1.73643
contig_6093	2360	12.9697	12.9697	3.0525	18.8271	47.9178
contig_12932	6159	6.10518	6.10518	14.2707	16.9854	203.902
contig_17129	6688	1.23463	1.23463	0.435309	1.21597	1.28215
contig_24213	23676	5.34094	5.34094	2.858	9.00629	19.3191
contig_6276	13164	13.6793	13.6793	16.6465	17.6531	124.634
contig_11972	7163	3.24597	3.24597	2.5939	2.40411	4.73392
contig_10384	3383	6.36066	6.36066	2.18612	15.1642	18.3643
contig_6314	18640	3.18891	3.18891	2.7434	2.72088	6.00442
contig_11121	1569	0	0	0	5.16138	9.69957
contig_14709	25533	4.48016	4.48016	1.94312	6.64358	11.2825
contig_2463	6706	30.4443	30.4443	507.461	21.3617	280.11
contig_12119	12183	3.60168	3.60168	1.13622	5.05502	12.8091
contig_8775	2694	2.02162	2.02201	0.444662	2.56171	3.93328
contig_21703	33188	3.79145	3.79145	2.98471	1.71605	2.88436
contig_16616	7749	2.88012	2.88012	1.91132	5.93052	7.71137
contig_17342	11465	5.14706	5.14715	1.6551	3.7384	9.22178
contig_20015	2627	2.239	2.239	0.455779	3.80299	4.55725
contig_14078	3055	7.81859	7.81859	3.12243	7.30568	15.2253
contig_12725	7894	3.30372	3.30372	0.688616	7.19499	9.15536
contig_1741	3601	10.634	10.634	6.75979	16.0029	15.4627
contig_25876	5420	1.63491	1.63491	0.583311	10.8681	148.238
contig_18276	7736	2.67163	2.67163	0.659399	1.40127	2.76497
contig_917	2865	1.59963	1.59963	1.15689	6.16464	57.167
contig_4931	6680	3.89571	3.89571	6.37063	4.92557	17.984
contig_1208	9472	3.22774	3.22774	1.22885	3.89498	4.9653
contig_25834	5667	3.48378	3.48378	4.52951	2.4787	3.55928
contig_20377	19016	3.30574	3.30574	1.29388	1.41848	2.58807
contig_291	1520	8.61898	8.61898	5.33752	32.4058	420.025
contig_22603	6267	3.04937	3.04937	0.630692	2.53866	2.78187
contig_19622	16422	3.10632	3.10632	1.96968	3.24668	7.0414
contig_18469	8143	3.99299	3.99299	5.21864	1.5187	2.52084
contig_9543	12090	7.73786	7.73786	8.98533	6.01533	9.84568
contig_24362	11163	5.33978	5.33978	3.26707	4.60628	7.89461
contig_3795	38290	12.286	12.286	10.6929	23.6552	92.5223
contig_8151	17781	4.24451	4.24451	3.01649	5.33367	9.99421
contig_10427	2644	2.62269	2.62269	2.78061	8.11227	93.1855
contig_18651	2471	2.76562	2.76562	0.533837	3.27014	6.25152
contig_24086	45753	7.59145	7.59145	6.527	4.45822	10.5806
contig_2280	2147	56.4347	56.4347	5825.25	63.6129	7094.83
contig_14784	5320	5.02534	5.02534	0.376791	2.02398	5.42152
contig_8543	1324	4.51193	4.51193	0.814436	32.9353	27.8287
contig_9733	17223	4.84027	4.84027	4.51097	9.00674	17.9403
contig_21903	2481	2.53153	2.53153	1.54871	4.7396	10.8503
contig_1773	3278	1.1867	1.1867	0.162766	0.995205	1.45087
contig_7279	10441	6.35099	6.35099	4.09428	7.87562	18.6997
contig_12079	6992	1.68094	1.68094	0.411104	2.6653	6.22312
contig_5528	34027	26.8806	26.8806	34.0902	69.0729	749.833
contig_5121	29413	14.7464	14.7464	22.0098	29.6854	266.972
contig_4360	3646	33.5229	33.5229	85.9958	58.1027	794.673
contig_5790	13332	9.09096	9.09096	9.62271	22.2903	96.6495
contig_24286	9467	3.0395	3.0395	0.695049	3.94794	7.58028
contig_12195	24364	4.10395	4.10395	4.61624	9.22248	36.396
contig_15094	9294	4.90354	4.90354	11.3143	5.44466	12.5246
contig_632	13891	5.24067	5.24067	1.968	10.1317	25.2412
contig_8994	1588	3.43602	3.43602	2.94478	16.6606	53.2121
contig_4677	3515	9.65468	9.65468	3.21243	60.419	318.649
contig_1012	3353	5.05994	5.05994	0.7753	9.28973	109.499
contig_20017	2860	45.7317	45.7317	128.216	65.9162	1097.58
contig_24232	7991	3.13544	3.13544	2.84859	3.72338	14.5656
contig_18376	2344	2.93026	2.93026	1.50675	1.92388	2.22084
contig_24728	6619	12.9201	12.9201	28.9971	28.4546	5573.61
contig_5375	125871	5.66729	5.66729	4.34487	7.54247	22.3964
contig_12952	3538	5.05903	5.05903	2.08392	6.75236	14.8758
contig_23884	16407	4.62515	4.62515	3.82531	3.70708	6.75397
contig_18036	5512	2.02145	2.02145	0.244843	1	0.961761
contig_22438	27212	3.68051	3.68051	1.76313	3.15849	5.07258
contig_4992	20017	6.58137	6.58137	8.00179	10.9982	35.9707
contig_24332	44648	6.39669	6.39669	5.71245	11.001	16.8995
contig_20094	6100	2.22874	2.22874	0.420509	1.03176	2.44864
contig_17969	6084	3.39619	3.39619	1.26765	3.8544	6.9588
contig_11238	12130	4.7404	4.7404	1.77366	3.15409	5.36043
contig_20054	9359	5.21609	5.21609	1.8263	7.81236	10.989
contig_10179	45794	21.8237	21.8237	44.6225	16.373	52.5938
contig_6555	6536	3.42906	3.42906	2.18749	3.83417	4.73126
contig_17437	8398	2.85148	2.85148	1.08266	3.21836	9.74902
contig_8923	17609	7.14909	7.14909	3.78586	10.4865	13.3576
contig_20014	13379	2.73165	2.73165	1.24213	4.53866	7.27937
contig_13110	4402	6.10325	6.10325	5.58452	2.6531	6.32304
contig_1702	118016	11.3629	11.3629	19.459	14.8935	61.0964
contig_14840	3331	2.74379	2.74379	0.194399	3.22603	3.71895
contig_14717	2221	7.84211	7.84211	35.4025	12.9194	102.479
contig_9326	13218	2.6359	2.6359	1.78257	0.888277	1.82654
contig_21236	9059	2.66652	2.66652	0.414563	1.70008	3.68741
contig_21621	9301	3.04327	3.04327	1.45543	4.06611	10.7954
contig_19987	2164	4.78054	4.78054	5.25233	5.16832	19.2686
contig_7545	16682	3.69489	3.69489	1.98246	6.29567	21.4769
contig_13429	15873	2.48057	2.48057	2.11923	3.76449	6.94645
contig_11743	11539	4.55536	4.55536	3.91225	6.41119	13.2068
contig_10790	18801	5.52828	5.52834	2.48476	2.53166	6.87306
contig_13471	8886	3.67605	3.67605	1.17477	3.63897	9.00608
contig_25377	15217	5.16958	5.16958	2.03259	7.82425	19.262
contig_18970	2226	2.97688	2.97688	0.896802	1.18449	2.41846
contig_15222	15391	2.84128	2.84128	0.779502	2.92979	3.3131
contig_18723	1590	2.19236	2.19236	0.432053	6.37986	5.40186
contig_11607	18314	4.53402	4.53402	1.80841	8.08803	15.4056
contig_18008	3882	2.88666	2.88666	1.59344	1.88317	3.67974
contig_23359	24567	4.23394	4.23394	3.38966	6.71229	47.9955
contig_15613	4230	2.02794	2.02794	0.148276	2.14191	2.74061
contig_6832	10564	2.92961	2.92961	0.804532	2.49568	4.53712
contig_4504	12049	5.02504	5.02504	1.68512	5.48399	5.91707
contig_21642	15149	3.28629	3.28629	1.54036	3.84746	8.21425
contig_7032	2609	2.37739	2.37739	1.02758	5.82351	21.8469
contig_19501	5218	1.7058	1.7058	0.212425	6.22632	14.5203
contig_20156	9701	2.77269	2.77269	0.736321	3.07748	6.75048
contig_23239	7766	3.17096	3.17096	0.450355	2.04412	3.18492
contig_266	23657	60.793	60.793	1296.95	75.7545	4353.58
contig_7071	14273	6.03484	6.03484	4.78937	7.48956	25.0337
contig_10411	4863	3.52005	3.52005	2.13854	24.3851	38.2665
contig_15248	6844	4.10009	4.10024	4.21601	3.37183	8.91449
contig_19754	19222	2.73873	2.73873	1.61584	2.91878	6.38773
contig_18679	5960	3.54905	3.54905	4.14925	7.80843	20.1902
contig_201	1391	3.8332	3.8332	6.49712	29.6245	528.135
contig_1432	3506	3.96216	3.96216	3.07371	3.01281	3.64302
contig_22999	16375	2.82737	2.82737	1.22437	2.59556	7.53044
contig_11923	11254	6.99433	6.99433	7.49633	4.88356	12.4121
contig_2099	10152	2.86653	2.86653	2.91081	4.60668	6.49788
contig_19123	4091	2.81274	2.81274	0.416697	2	2.43401
contig_22352	5445	2.25722	2.25722	1.2021	5.77923	10.392
contig_21242	2469	2.58172	2.58172	0.245154	0.777921	1.47396
contig_17724	3896	2.78297	2.78297	0.341943	4.55953	8.57294
contig_23807	10712	7.91564	7.91564	4.45408	6.10235	14.1548
contig_2749	47805	467.853	467.853	16554.6	299.097	19587
contig_10959	27536	2.75904	2.75904	1.6622	3.07438	4.24351
contig_14909	2362	3.43264	3.43264	0.664389	0.862116	0.910433
contig_21635	7095	1.8851	1.8851	1.97469	9.50137	32.319
contig_19204	3644	6.44562	6.44562	5.94252	14.1872	325.963
contig_9090	1443	12.1671	12.1671	13.5417	35.048	264.518
contig_5665	6161	5.24821	5.24838	4.791	1.47047	2.40858
contig_21040	2174	2.6082	2.6082	2.78418	10.0474	9.67345
contig_14589	5143	4.0034	4.0034	0.993365	4.74504	3.89552
contig_19454	2860	3.19151	3.19151	0.535085	2.38745	2.32229
contig_25333	51221	5.36007	5.36007	6.11689	8.6882	50.3818
contig_11943	3673	1.39455	1.39455	0.245764	2.79194	3.51856
contig_14190	4122	8.48087	8.48087	6.19829	6.07528	7.87375
contig_5617	7586	37.5339	37.5339	310.9	48.4026	1469.78
contig_6568	1426	1.77586	1.77586	0.175605	13.3966	77.3315
contig_2132	15201	3.3049	3.3049	0.40287	4.77722	9.15182
contig_23823	5267	6.57514	6.57514	1.98135	10.0715	15.7059
contig_16202	15051	5.03637	5.03637	6.75532	5.20166	9.13793
contig_3141	41537	78.116	78.116	2557.24	75.2929	3180.6
contig_158	1056	7.85872	7.85872	2.43527	57.4371	252.514
contig_15161	7610	3.92078	3.92078	0.94545	2.22426	2.57569
contig_10890	1654	2.41024	2.41024	0.610701	5.1363	3.5935
contig_17439	5645	4.2051	4.2051	3.71473	2.13139	2.79353
contig_1933	13841	3.8315	3.8315	3.5134	4.73311	8.82812
contig_1449	7882	7.14265	7.14265	11.5308	3.83575	9.02954
contig_25528	27758	5.32389	5.32389	2.60385	6.05622	9.87437
contig_9106	19748	3.34452	3.34452	3.99224	4.15124	10.9705
contig_512	158595	21.0239	21.0239	40.3157	62.9702	493.279
contig_21867	5925	3.05506	3.05506	1.72162	5.9619	20.2132
contig_24942	3150	5.011	5.011	3.83743	9.60833	28.3384
contig_15631	12922	2.32861	2.32869	1.46547	3.49702	5.37253
contig_19957	6324	2.3518	2.3518	1.60509	5.85747	13.7402
contig_10941	12804	3.86392	3.86392	1.79117	3.58574	4.36978
contig_13554	132878	5.34153	5.34153	3.08629	9.49658	13.6831
contig_18559	2965	10.557	10.557	6.85943	30.7172	112.598
contig_16249	4045	2.27599	2.27599	0.973879	1.89756	1.78991
contig_24717	7221	0.744025	0.744025	1.01339	1.76835	2.16217
contig_23564	196047	22.1601	22.1601	40.3129	51.2129	221.34
contig_12956	29789	2.63447	2.63447	0.82619	5.02925	8.71154
contig_16721	9022	4.12027	4.12038	2.16364	3.48298	5.68539
contig_1937	3809	2.11096	2.11096	0.580915	1.68598	1.31279
contig_11615	10744	2.58156	2.58156	1.2231	1.99169	2.92317
contig_24182	6765	3.37884	3.37884	0.431319	3.37173	6.10989
contig_22226	4549	2.25506	2.25506	0.914017	0.152762	0.219031
contig_15040	2391	4.2954	4.2954	0.901101	1.92816	4.11758
contig_15627	3931	3.35758	3.35758	0.411261	2.16186	3.27379
contig_13208	11586	3.31112	3.31112	1.1238	4.23627	6.32205
contig_6194	4124	4.76548	4.76548	2.43226	1.24761	2.06253
contig_11240	2159	1.92633	1.92633	3.92475	6.20259	118.61
contig_21187	2410	2.37124	2.37124	0.245036	1.4792	3.7291
contig_15965	8607	4.69233	4.69233	5.7116	2.75086	5.19621
contig_25059	6104	5.77964	5.77964	3.18847	9.62781	30.5125
contig_14188	6992	11.28	11.28	5.63388	15.8676	19.215
contig_10454	19381	3.57532	3.57532	1.6269	4.47184	7.82565
contig_14787	2972	3.9348	3.9348	0.367247	7.24522	65.0155
contig_21060	13231	2.26175	2.26175	0.621174	2.04801	6.69392
contig_22106	8485	6.78056	6.78056	3.19219	5.02939	5.41207
contig_1134	4510	2.56147	2.56147	1.95585	1.49977	3.09044
contig_5197	2915	6.60109	6.60109	1.29273	9.50886	31.709
contig_20636	2370	13.4851	13.4851	101.854	92.5158	7882.08
contig_22595	24236	7.72083	7.72083	6.80894	9.36141	20.5419
contig_21245	14746	3.77138	3.77138	2.37097	3.92868	8.52522
contig_375	189334	25.7405	25.7405	43.5521	66.8703	386.764
contig_8876	4268	3.23337	3.23337	2.3291	8.40359	40.2068
contig_5176	1626	2.53455	2.53455	0.635398	3.55691	3.65983
contig_11641	4059	3.43131	3.43131	0.717719	1.08416	0.806351
