Assembly	contigs(>=0bp)	contigs(>=1000bp)	contigs(>=5000bp)	contigs(>=10000bp)	contigs(>=25000bp)	contigs(>=50000bp)	Totallength(>=0bp)	Totallength(>=1000bp)	Totallength(>=5000bp)	Totallength(>=10000bp)	Totallength(>=25000bp)	Totallength(>=50000bp)	contigs	Largestcontig	Totallength	Referencelength	GC(%)	ReferenceGC(%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	misassemblies	misassembledcontigs	Misassembledcontigslength	localmisassemblies	unalignedmis.contigs	unalignedcontigs	Unalignedlength	Genomefraction(%)	Duplicationratio	N'sper100kbp	mismatchesper100kbp	indelsper100kbp	Largestalignment	Totalalignedlength	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
ilmn_bin.0012	388	388	77	15	0	0	1559404	1559404	614549	187293	0	0	388	15984	1559404	3294974	39.10	38.54	4266	-	2949	-	114	-	225	-	10	10	47098	14	0	7 + 6 part	40956	45.629	1.010	0.00	386.18	26.80	15964	1510626	4060	-	2786	119	-	236
r103-il_bin.0092	51	51	49	48	30	12	2543574	2543574	2536206	2530640	2198515	1545139	51	287988	2543574	3294974	38.66	38.54	94470	47821	36353	15682	9	15	21	44	60	28	1819924	74	1	3 + 32 part	224617	68.926	1.021	1.26	602.09	90.62	186056	2316605	36773	23800	17939	17	30	41
r103_bin.0101	54	54	49	48	31	12	2576211	2576211	2556015	2550413	2227272	1547746	54	288333	2576211	3294974	38.47	38.54	94494	47865	35951	17647	9	15	22	43	53	25	1762226	73	1	6 + 35 part	287146	67.998	1.022	0.00	681.85	271.28	186015	2287473	36377	23844	16460	18	30	43
r104-il_bin.0072	137	137	113	70	22	7	2110362	2110362	2017196	1698429	972483	473621	137	113926	2110362	3294974	38.57	38.54	21530	10475	12335	-	26	66	60	-	42	33	723714	52	0	6 + 44 part	160465	58.355	1.014	0.33	648.59	66.47	112648	1939482	16420	6436	8096	33	88	79
r104_bin.0066	131	131	108	68	21	6	2012199	2012199	1924076	1629212	918292	419426	131	113907	2012199	3294974	38.50	38.54	21526	9859	12411	-	25	70	57	-	43	33	712911	47	1	1 + 45 part	111153	56.883	1.014	0.00	724.76	162.68	112638	1892336	16418	5967	8582	31	94	74
r9_bin.0198	27	27	24	21	12	9	2550755	2550755	2539712	2516348	2362693	2245783	27	565822	2550755	3294974	38.63	38.54	349615	333103	152935	15338	3	4	6	18	57	15	2251807	55	0	1 + 19 part	347380	66.054	1.012	0.00	544.92	141.05	258875	2202009	72746	43766	14926	10	16	28
ilmn_bin.0071	132	132	35	5	0	0	579273	579273	276368	62812	0	0	132	17472	579273	834992	42.55	42.52	4777	3276	3165	-	38	70	75	-	1	1	2902	3	0	7 + 3 part	23499	65.467	1.017	0.00	195.01	16.65	17472	552734	4777	3263	3105	-	38	71	76	-
r103-il_bin.0113	8	8	8	8	6	5	774904	774904	774904	774904	740052	703490	8	229491	774904	834992	42.37	42.52	172836	111945	98461	90757	2	3	4	5	8	5	549124	25	0	0 + 7 part	48194	86.964	1.001	0.00	397.86	49.16	131244	726707	89476	89476	41061	35431	4	4	7	8
r103_bin.0067	8	8	8	8	6	5	777057	777057	777057	777057	741998	705315	8	230164	777057	834992	42.33	42.52	173049	112191	98820	91091	2	3	4	5	8	5	550463	26	0	0 + 7 part	55262	86.164	1.003	0.00	579.18	237.12	127700	721792	89935	83589	41060	35551	4	5	7	8
r9-il_bin.0195	4	4	4	4	4	2	837300	837300	837300	837300	837300	774706	4	678460	837300	834992	42.43	42.52	678460	678460	678460	678460	1	1	1	1	5	1	678460	7	0	0 + 1 part	9062	96.516	1.028	0.00	173.97	36.48	334841	827954	254866	254866	96246	96246	2	2	3	3
r9_bin.0143	4	4	4	4	4	2	837314	837314	837314	837314	837314	774732	4	678460	837314	834992	42.42	42.52	678460	678460	678460	678460	1	1	1	1	5	1	678460	6	0	0 + 1 part	8936	96.530	1.028	0.00	110.42	79.90	334820	828061	254856	254856	96238	96238	2	2	3	3
ilmn_bin.0014	712	712	5	0	0	0	1280607	1280607	29020	0	0	0	712	6722	1280607	2055243	42.18	41.54	1849	1254	1344	-	231	488	436	-	11	11	21360	5	1	146 + 16 part	249643	49.485	1.014	0.00	480.61	39.23	6722	1025488	1616	-	1083	-	253	-	499	-
r103-il_bin.0085	50	50	49	39	18	2	1196655	1196655	1193251	1119021	760223	171211	50	105163	1196655	2055243	41.75	41.54	32971	14443	19345	-	13	33	25	-	27	15	591158	17	1	4 + 23 part	251019	45.697	1.007	0.33	579.23	123.62	63564	944074	17962	-	5675	-	21	-	49	-
r9-il_bin.0017	20	20	15	13	9	9	2357666	2357666	2339944	2325321	2274634	2274634	20	403219	2357666	2055243	41.69	41.54	325447	332279	218617	236465	4	3	6	5	56	10	2092757	23	2	5 + 12 part	515560	88.450	1.013	1.78	582.06	68.65	141340	1841874	53360	60654	7136	25333	15	12	39	24
r9_bin.0083	21	21	19	17	9	9	2407213	2407213	2400505	2383473	2275203	2275203	21	403407	2407213	2055243	41.58	41.54	325145	332520	218670	236539	4	3	6	5	60	14	2146462	21	3	2 + 15 part	531904	89.840	1.016	0.00	415.39	157.60	141365	1875084	53335	60931	5295	25014	15	12	45	25
r9-il_bin.0080	15	15	15	13	7	4	648840	648840	648840	630115	519868	418104	15	189120	648840	788780	41.40	41.56	76184	69320	32788	16948	3	4	6	11	7	4	381523	13	1	1 + 6 part	99320	69.535	1.002	1.08	898.31	176.67	65863	548456	34769	27878	18975	7	10	14
ilmn_bin.0080	43	43	40	37	32	19	2617793	2617793	2607622	2589545	2484578	2010060	43	305294	2617793	2869289	37.63	37.71	87330	74177	51367	43638	9	10	19	23	4	4	609058	2	0	0 + 0 part	0	91.166	1.001	0.00	15.67	0.57	305294	2616655	74177	72533	48092	39948	10	12	21	25
r103-il_bin.0080	8	8	3	3	2	2	2933264	2933264	2916721	2916721	2903991	2903991	8	2842252	2933264	2869289	37.72	37.71	2842252	2842252	2842252	2842252	1	1	1	1	5	1	2842252	2	0	5 + 1 part	91659	99.022	1.000	0.00	7.67	1.27	2637619	2841605	2637619	2637619	2637619	2637619	1	1	1	1
r103_bin.0065	8	8	3	3	2	2	2933610	2933610	2917066	2917066	2904334	2904334	8	2842538	2933610	2869289	37.71	37.71	2842538	2842538	2842538	2842538	1	1	1	1	6	1	2842538	1	0	5 + 1 part	91766	99.024	1.000	0.00	8.76	4.22	2390159	2841844	2390159	2390159	2390159	2390159	1	1	1	1
r104-il_bin.0056	4	4	4	3	3	3	2854396	2854396	2854396	2849316	2849316	2849316	4	1653260	2854396	2869289	37.69	37.71	1653260	1653260	1091655	1091655	1	1	2	2	7	3	2849316	13	0	0 + 2 part	12134	98.922	1.001	0.07	7.86	2.43	1640634	2842262	1640634	1640634	755571	755571	1	1	2	2
r104_bin.0047	4	4	4	3	3	3	2854347	2854347	2854347	2849267	2849267	2849267	4	1653212	2854347	2869289	37.68	37.71	1653212	1653212	1091652	1091652	1	1	2	2	7	3	2849267	13	0	0 + 2 part	12083	98.922	1.001	0.00	12.68	3.14	1640635	2842264	1640635	1640635	755567	755567	1	1	2	2
r9-il_bin.0133	6	6	3	3	3	3	2929327	2929327	2923622	2923622	2923622	2923622	6	2665422	2929327	2869289	37.62	37.71	2665422	2665422	2665422	2665422	1	1	1	1	5	2	2858329	7	0	2 + 2 part	72826	99.473	1.001	0.00	3.96	1.58	2297549	2856501	2297549	2297549	2297549	2297549	1	1	1	1
r9_bin.0011	6	6	3	3	3	3	2929464	2929464	2923759	2923759	2923759	2923759	6	2665590	2929464	2869289	37.62	37.71	2665590	2665590	2665590	2665590	1	1	1	1	5	2	2858493	7	0	2 + 2 part	72821	99.461	1.001	0.00	3.29	5.43	2296746	2856643	2296746	2296746	2296746	2296746	1	1	1	1
ilmn_bin.0059	46	46	40	34	23	14	1780161	1780161	1758934	1709821	1513338	1164837	46	129345	1780161	2510088	40.59	40.40	65201	44958	42920	-	10	16	18	-	3	3	113528	2	0	1 + 0 part	2859	70.727	1.001	0.00	13.69	2.08	129345	1776609	65201	39570	36262	-	10	17	19	-
r103-il_bin.0091	2	2	2	2	2	2	1911705	1911705	1911705	1911705	1911705	1911705	2	1756493	1911705	2510088	40.32	40.40	1756493	1756493	1756493	155212	1	1	1	2	6	1	1756493	2	0	0 + 1 part	5808	75.900	1.000	0.00	19.58	3.83	534539	1905897	285971	229774	220891	149931	3	4	5	7
r103_bin.0112	2	2	2	2	2	2	1911849	1911849	1911849	1911849	1911849	1911849	2	1756609	1911849	2510088	40.32	40.40	1756609	1756609	1756609	155240	1	1	1	2	6	1	1756609	2	0	0 + 1 part	5812	75.899	1.000	0.00	24.72	13.80	534551	1906037	285991	229843	220895	149925	3	4	5	7
r104-il_bin.0000	43	43	30	20	9	3	2458679	2458679	2426400	2356874	2167687	1975842	43	1633443	2458679	2510088	41.54	40.40	1633443	1633443	265773	265773	1	1	2	2	15	7	2005187	6	0	29 + 5 part	413671	80.778	1.009	0.00	54.05	13.12	771298	2044357	179327	179327	41264	26515	4	4	8	10
r104_bin.0098	43	43	30	19	9	3	2454080	2454080	2419395	2344279	2167718	1975813	43	1633415	2454080	2510088	41.55	40.40	1633415	1633415	265781	265781	1	1	2	2	15	7	2005188	6	0	29 + 5 part	408906	80.745	1.009	0.00	63.85	16.18	771358	2044523	179332	179332	41266	26514	4	4	8	10
r9-il_bin.0067	49	49	37	28	11	5	2596911	2596911	2560324	2501293	2220175	2001062	49	925399	2596911	2510088	41.42	40.40	638245	638245	78385	155664	2	2	5	4	46	15	1420324	19	1	24 + 16 part	363270	84.958	1.047	0.12	86.10	19.04	637136	2232409	220860	220860	18624	32467	4	4	11	8
r9_bin.0179	54	54	39	28	11	5	2622490	2622490	2580513	2501832	2214087	2001136	54	925413	2622490	2510088	41.36	40.40	638246	638246	78438	155665	2	2	5	4	45	15	1420504	19	2	28 + 17 part	387774	85.001	1.047	0.00	82.35	27.84	637137	2233476	220859	220859	18639	32466	4	4	12	8
ilmn_bin.0002	321	321	101	7	0	0	1469886	1469886	708904	86103	0	0	321	17721	1469886	2545093	33.91	33.38	4826	3011	3512	-	107	249	197	-	11	10	65376	1	0	33 + 3 part	115448	53.060	1.003	0.00	95.01	10.52	17721	1351673	4628	2681	3304	-	110	262	205	-
r103-il_bin.0110	48	48	45	39	24	17	2540926	2540926	2528924	2483542	2254281	2006171	48	341450	2540926	2545093	33.54	33.38	99485	99485	51047	51047	7	7	16	16	25	13	1517378	14	1	8 + 19 part	238174	89.850	1.007	0.20	168.58	42.24	168991	2302633	54235	54235	27026	27026	14	14	29	29
r103_bin.0064	43	43	40	37	24	17	2489484	2489484	2477455	2452777	2255052	2006841	43	341554	2489484	2545093	33.45	33.38	126956	99494	52483	51178	6	7	15	16	24	13	1518060	15	0	4 + 18 part	196002	89.786	1.004	0.00	203.62	126.38	169044	2293363	59259	54472	29971	27133	13	14	28	29
r104-il_bin.0079	119	119	86	63	23	11	2345946	2345946	2223277	2061125	1381885	922957	119	138061	2345946	2545093	33.51	33.38	40681	33088	17481	14822	17	20	42	51	19	13	673766	12	0	23 + 17 part	238596	82.099	1.009	0.55	132.28	22.49	94243	2104807	33057	27298	12090	8578	23	26	53	67
r104_bin.0028	72	72	67	56	22	11	2014011	2014011	1994264	1909378	1350312	922760	72	138053	2014011	2545093	33.25	33.38	44376	33085	19563	10116	13	20	30	56	15	10	650148	11	0	0 + 13 part	40841	77.288	1.003	0.00	145.65	58.26	94235	1970995	39017	27296	18132	6373	18	26	37	69
r9-il_bin.0170	7	7	7	7	4	3	2596110	2596110	2596110	2596110	2545071	2504212	7	1460745	2596110	2545093	33.36	33.38	1460745	1460745	992846	992846	1	1	2	2	24	2	2453591	9	1	3 + 3 part	133946	96.266	1.005	0.12	124.04	19.92	429717	2462164	188248	188248	79127	95230	5	5	10	9
r9_bin.0087	8	8	7	7	3	3	2581431	2581431	2576995	2576995	2504068	2504068	8	1460613	2581431	2545093	33.36	33.38	1460613	1460613	992852	992852	1	1	2	2	26	2	2453465	9	1	3 + 4 part	115900	96.347	1.005	0.00	92.45	56.52	421331	2465531	188230	188230	79118	79118	5	5	10	10
r103-il_bin.0081	76	76	72	57	22	4	1548223	1548223	1534278	1416345	837160	260195	76	96687	1548223	2264824	30.78	30.70	26787	17091	17010	-	20	37	38	-	20	15	468114	16	2	7 + 32 part	308410	54.430	1.006	4.97	427.18	198.34	78434	1237705	17070	7674	6958	-	28	59	63	-
r104-il_bin.0069	110	110	96	63	20	6	1790895	1790895	1743882	1497733	842071	345079	110	63467	1790895	2264824	30.67	30.70	23459	17621	11914	6557	23	34	49	89	25	14	393602	12	5	10 + 39 part	408985	59.955	1.018	1.23	345.69	118.27	48078	1379400	11774	7444	2632	-	39	64	103	-
r104_bin.0005	109	109	94	62	20	6	1772150	1772150	1723527	1486270	842023	345032	109	63441	1772150	2264824	30.61	30.70	24053	17618	12285	6007	22	34	48	90	19	12	373277	10	5	9 + 37 part	402726	59.477	1.017	0.00	462.35	233.92	48158	1366988	11777	7445	3102	-	38	64	101	-
r9-il_bin.0058	18	18	17	15	14	12	2789914	2789914	2786088	2771264	2755804	2675510	18	492305	2789914	2264824	30.70	30.70	304833	319304	175831	229440	4	3	7	6	79	14	2697651	31	0	1 + 16 part	626855	94.010	1.016	2.69	299.88	97.27	145125	2163059	44553	63957	5150	32226	18	13	53	26
r9_bin.0075	17	17	17	16	14	12	2795624	2795624	2795624	2788935	2756160	2675854	17	492115	2795624	2264824	30.69	30.70	304991	319379	157369	229508	4	3	8	6	80	14	2697994	29	0	1 + 16 part	643423	93.550	1.016	0.00	244.15	146.55	145160	2152201	44037	64000	3979	32195	18	13	55	26
ilmn_bin.0068	1220	1220	36	0	0	0	2517170	2517170	227166	0	0	0	1220	8998	2517170	3074367	53.84	53.18	2257	1916	1511	1162	367	501	708	1024	9	9	23759	1	3	339 + 16 part	640803	60.797	1.004	0.00	114.55	48.26	8998	1873395	1853	1393	-	-	418	592	-	-
r104-il_bin.0013	142	142	115	77	18	3	2011410	2011410	1917756	1640064	720354	167692	142	61333	2011410	3074367	53.44	53.18	19498	11169	11646	-	32	68	65	-	20	17	361934	14	3	3 + 27 part	248674	56.883	1.008	0.80	181.61	87.15	58906	1757760	14222	6249	6924	-	45	97	93	-
r104_bin.0025	143	143	116	77	18	3	2019935	2019935	1926330	1639513	719945	167661	143	61312	2019935	3074367	53.35	53.18	19592	11170	11528	-	32	68	66	-	21	16	346935	12	3	3 + 28 part	251526	57.105	1.007	0.00	441.78	307.75	58885	1763538	14261	6550	6854	-	45	97	94	-
r9-il_bin.0204	36	36	36	33	27	20	3176445	3176445	3176445	3150738	3039426	2800642	36	410415	3176445	3074367	53.38	53.18	139502	146604	73602	82436	7	6	14	13	36	16	2407158	6	1	1 + 18 part	220732	94.404	1.018	1.01	159.87	88.41	290641	2954873	71363	72227	45285	50052	13	12	26	25
r9_bin.0117	36	36	36	33	27	20	3176548	3176548	3176548	3150803	3039380	2800560	36	410334	3176548	3074367	53.36	53.18	139512	146560	73590	82452	7	6	14	13	35	15	2390031	7	1	2 + 18 part	227900	94.266	1.017	0.00	148.79	197.10	289142	2948190	71377	72229	45298	50049	13	12	26	25
r104-il_bin.0099	129	129	102	65	21	6	1957763	1957763	1855078	1597878	923048	352919	129	75962	1957763	1935524	29.66	29.53	22712	22852	12902	12955	24	23	54	53	35	21	675236	17	1	31 + 23 part	417754	78.431	1.014	0.92	178.91	40.97	61469	1536451	13078	13122	3782	4183	39	38	102	98
r104_bin.0095	119	119	94	63	21	7	1970659	1970659	1878280	1661000	1014658	480642	119	127735	1970659	1935524	29.58	29.53	28807	28807	13078	13146	20	20	48	46	35	21	675330	18	1	20 + 23 part	419830	78.864	1.016	0.00	156.18	57.59	61465	1547044	13078	13117	3782	4250	39	38	103	97
r9-il_bin.0119	27	27	21	16	11	9	2358665	2358665	2341034	2304994	2237795	2158639	27	641031	2358665	1935524	29.64	29.53	238033	238033	199372	199704	3	3	6	5	55	9	2033317	4	1	14 + 8 part	452356	95.666	1.030	0.98	166.02	52.28	187761	1905834	46967	69889	10963	30796	13	10	35	20
r9_bin.0090	24	24	19	15	12	10	2647789	2647789	2635488	2605047	2561624	2482406	24	641031	2647789	1935524	29.76	29.53	238110	316742	199334	238110	4	3	7	4	55	9	2033411	3	1	12 + 8 part	753294	95.590	1.024	0.00	108.75	61.24	187748	1893958	42085	69903	-	30809	16	10	-	20
r103-il_bin.0021	104	104	88	58	33	13	2395044	2395044	2341095	2118753	1695550	992596	104	130877	2395044	2520297	36.67	36.66	40983	40399	21212	17362	18	20	38	43	52	30	1369825	20	2	38 + 23 part	621671	67.872	1.037	1.38	672.23	125.45	68946	1769766	17384	17302	-	-	39	42	-	-
r103_bin.0116	92	92	79	56	32	13	2305417	2305417	2266023	2099510	1687069	993857	92	130959	2305417	2520297	36.73	36.66	43849	41114	24129	17384	17	19	34	42	46	29	1367519	14	1	37 + 24 part	634439	64.412	1.029	0.00	923.44	453.81	68951	1668694	18078	17330	-	-	36	42	-	-
r104-il_bin.0054	87	87	79	52	19	6	1623467	1623467	1594577	1384242	863390	395655	87	104601	1623467	2520297	36.65	36.66	27410	14254	14846	-	18	42	39	-	57	32	949106	20	2	0 + 18 part	76583	60.832	1.009	1.36	626.88	80.03	70695	1541327	14482	8360	8919	-	36	76	71	-
r104_bin.0084	85	85	76	51	19	6	1597083	1597083	1563221	1369220	863250	395528	85	104575	1597083	2520297	36.55	36.66	29079	13987	15148	-	17	42	38	-	54	31	938670	12	2	0 + 20 part	84493	59.455	1.009	0.00	871.51	300.11	70695	1508261	14738	8255	8909	-	35	77	70	-
r9-il_bin.0136	32	32	29	27	18	15	2320686	2320686	2309147	2296738	2137806	2029661	32	354216	2320686	2520297	36.55	36.66	123378	119903	79694	68858	5	6	11	13	82	20	2121999	32	0	4 + 14 part	120519	83.479	1.046	1.16	620.98	104.52	160765	2198886	41752	39325	17930	13456	17	20	38	48
r9_bin.0142	39	39	34	29	18	15	2376928	2376928	2360252	2327035	2137610	2029492	39	354203	2376928	2520297	36.51	36.66	123339	119924	75054	68828	5	6	12	13	80	19	2108302	31	0	8 + 15 part	164633	83.586	1.050	0.00	565.69	208.72	160786	2209945	41744	40140	17453	13520	17	19	40	47
ilmn_bin.0090	91	91	79	66	34	8	2107043	2107043	2063132	1972618	1437043	499476	91	92919	2107043	2342723	32.96	33.27	32775	31834	20920	16786	22	25	41	50	2	2	47676	3	0	0 + 0 part	0	89.823	1.001	0.00	5.75	0.29	92919	2106601	32775	31834	20637	16786	22	25	41	50
r103-il_bin.0055	4	4	4	3	1	1	2384817	2384817	2384817	2375928	2342597	2342597	4	2342597	2384817	2342723	33.28	33.27	2342597	2342597	2342597	2342597	1	1	1	1	0	0	0	0	0	3 + 1 part	48347	99.733	1.000	0.00	3.60	1.33	2336470	2336470	2336470	2336470	2336470	2336470	1	1	1	1
r103_bin.0070	3	3	3	2	1	1	2362212	2362212	2362212	2353323	2342711	2342711	3	2342711	2362212	2342723	33.25	33.27	2342711	2342711	2342711	2342711	1	1	1	1	0	0	0	0	0	2 + 1 part	25628	99.733	1.000	0.00	17.16	31.59	2336584	2336584	2336584	2336584	2336584	2336584	1	1	1	1
r104-il_bin.0070	3	3	3	2	1	1	2369208	2369208	2369208	2359342	2342602	2342602	3	2342602	2369208	2342723	33.26	33.27	2342602	2342602	2342602	2342602	1	1	1	1	0	0	0	1	0	2 + 1 part	29127	99.888	1.000	0.04	17.86	1.71	2340081	2340081	2340081	2340081	2340081	2340081	1	1	1	1
r104_bin.0017	3	3	3	2	1	1	2369306	2369306	2369306	2359440	2342689	2342689	3	2342689	2369306	2342723	33.21	33.27	2342689	2342689	2342689	2342689	1	1	1	1	0	0	0	1	0	2 + 1 part	29138	99.888	1.000	0.00	70.17	16.75	2340168	2340168	2340168	2340168	2340168	2340168	1	1	1	1
r9-il_bin.0206	1	1	1	1	1	1	2336587	2336587	2336587	2336587	2336587	2336587	1	2336587	2336587	2342723	33.27	33.27	2336587	2336587	2336587	2336587	1	1	1	1	0	0	0	0	0	0 + 0 part	0	99.739	1.000	0.00	4.79	1.20	2336585	2336585	2336585	2336585	2336585	2336585	1	1	1	1
r9_bin.0188	1	1	1	1	1	1	2336505	2336505	2336505	2336505	2336505	2336505	1	2336505	2336505	2342723	33.27	33.27	2336505	2336505	2336505	2336505	1	1	1	1	0	0	0	0	0	0 + 0 part	0	99.739	1.000	0.00	6.21	15.32	2336503	2336503	2336503	2336503	2336503	2336503	1	1	1	1
ilmn_bin.0098	219	219	142	52	3	1	1769356	1769356	1494483	848448	105371	52982	219	52982	1769356	2374552	29.13	29.40	9720	7352	6166	-	56	92	113	-	5	5	48171	2	0	0 + 4 part	5276	74.120	1.002	0.00	43.41	6.25	52982	1761802	9448	7211	6124	-	57	93	114	-
r103-il_bin.0014	25	25	18	13	11	7	2492292	2492292	2468062	2431447	2405109	2278717	25	616141	2492292	2374552	30.03	29.40	454617	454617	326855	326855	3	3	4	4	18	7	1958042	12	0	11 + 8 part	152587	96.621	1.020	0.04	107.79	26.81	480800	2339208	256902	256902	101999	101999	4	4	7	7
r103_bin.0011	21	21	18	14	11	7	2484257	2484257	2471116	2443699	2405711	2279044	21	616233	2484257	2374552	30.00	29.40	454713	454713	326877	326877	3	3	4	4	18	7	1958499	12	0	7 + 8 part	144071	96.588	1.020	0.00	94.18	39.59	480886	2339705	256905	256905	102008	102008	4	4	7	7
r104-il_bin.0004	26	26	23	18	8	8	2506331	2506331	2495000	2460062	2304524	2304524	26	484084	2506331	2374552	29.81	29.40	394604	394604	190803	190803	3	3	6	6	14	6	1650725	17	2	10 + 9 part	203049	95.553	1.015	0.04	82.77	23.14	476268	2302088	170727	170727	111374	111374	5	5	9	9
r104_bin.0000	27	27	24	18	8	8	2512613	2512613	2501281	2460425	2304807	2304807	27	484141	2512613	2374552	29.83	29.40	394558	394558	190807	190807	3	3	6	6	14	6	1650953	16	1	11 + 10 part	210249	95.638	1.014	0.00	84.28	29.50	476260	2302105	170726	170726	103857	111405	5	5	10	9
r9-il_bin.0211	18	18	16	13	9	7	2446753	2446753	2442215	2423038	2357994	2294765	18	920774	2446753	2374552	29.49	29.40	401613	401613	175253	175253	2	2	4	4	21	6	2017491	14	0	5 + 7 part	107516	97.112	1.014	0.12	84.56	29.53	257483	2338676	175253	175253	111654	111654	6	6	10	10
r9_bin.0023	19	19	16	13	9	7	2448896	2448896	2442039	2422847	2357511	2294223	19	920716	2448896	2374552	29.47	29.40	401500	401500	175282	175282	2	2	4	4	21	6	2016930	12	0	6 + 7 part	113107	97.000	1.014	0.00	79.23	57.53	256834	2335224	175282	175282	111673	111673	6	6	10	10
ilmn_bin.0044	569	569	122	48	6	0	2354051	2354051	1340894	825621	201408	0	569	39338	2354051	1932866	47.95	47.10	6209	8447	3067	4362	93	64	232	146	5	5	25498	1	0	205 + 5 part	634170	86.896	1.024	0.00	100.86	3.75	39151	1717691	4283	5874	-	2646	128	85	-	208
r103-il_bin.0069	5	5	5	5	4	4	1605732	1605732	1605732	1605732	1584651	1584651	5	1157869	1605732	1932866	47.63	47.10	1157869	1157869	195873	165851	1	1	2	3	12	3	1519593	3	0	0 + 2 part	30837	80.909	1.007	0.81	115.93	12.47	318991	1574622	214445	146617	111352	44344	3	5	6	10
r103_bin.0057	5	5	5	5	4	4	1605981	1605981	1605981	1605981	1584898	1584898	5	1158071	1605981	1932866	47.63	47.10	1158071	1158071	195942	165835	1	1	2	3	12	3	1519848	4	0	0 + 2 part	30951	80.915	1.007	0.00	172.89	64.52	319102	1574757	214464	146607	111336	44348	3	5	6	10
r104-il_bin.0051	55	55	26	21	11	9	2267454	2267454	2199261	2161721	2014828	1953506	55	706285	2267454	1932866	47.13	47.10	268545	315364	135160	171052	3	2	6	4	14	5	1419700	3	0	44 + 4 part	413280	95.861	1.001	0.00	133.85	11.39	214476	1853685	134997	137537	32136	111388	7	6	14	9
r104_bin.0040	9	9	9	9	8	8	1913063	1913063	1913063	1913063	1896804	1896804	9	706265	1913063	1932866	47.04	47.10	315366	315366	171063	171063	2	2	4	4	14	5	1419747	3	0	0 + 4 part	65654	95.536	1.000	0.00	187.81	47.01	214480	1846962	137541	137541	111391	111391	6	6	9	9
r9-il_bin.0134	3	3	3	3	3	3	1930272	1930272	1930272	1930272	1930272	1930272	3	1646381	1930272	1932866	47.06	47.10	1646381	1646381	1646381	1646381	1	1	1	1	16	3	1930272	2	0	0 + 2 part	82013	95.613	1.000	0.00	99.46	8.71	379271	1847997	271209	214478	132033	132033	3	4	6	6
r9_bin.0155	3	3	3	3	3	3	1930101	1930101	1930101	1930101	1930101	1930101	3	1646384	1930101	1932866	47.06	47.10	1646384	1646384	1646384	1646384	1	1	1	1	16	3	1930101	3	0	0 + 2 part	81602	95.617	1.000	0.00	73.91	22.51	379303	1848237	271235	214510	132034	132034	3	4	6	6
r9-il_bin.0167	42	42	40	36	28	14	2089624	2089624	2082089	2047954	1902591	1404142	42	149731	2089624	1598757	50.51	50.97	89218	122960	41723	67550	9	6	18	11	12	8	665437	3	4	0 + 26 part	699985	86.226	1.008	3.68	491.46	154.51	106210	1389204	24933	39234	17103	22	14	29
r9_bin.0119	43	43	41	37	28	14	2103101	2103101	2095563	2061437	1903247	1404762	43	149806	2103101	1598757	50.49	50.97	89297	122998	41732	67537	9	6	18	11	11	7	622511	4	4	0 + 27 part	701987	86.871	1.009	0.00	516.54	321.63	106212	1400483	24924	39256	17112	22	14	29
r9-il_bin.0091	47	47	46	42	26	13	2147235	2147235	2142277	2109415	1873762	1450087	47	243705	2147235	1756179	45.57	45.88	86273	117904	36510	62151	7	5	18	11	36	14	1348390	6	2	3 + 28 part	501327	92.437	1.014	2.10	339.85	95.67	115006	1645717	26008	30876	5918	19177	23	16	59	33
r9_bin.0005	48	48	47	43	26	13	2163278	2163278	2158288	2125421	1874220	1450524	48	243745	2163278	1756179	45.57	45.88	79104	117930	36436	62171	8	5	18	11	36	14	1348780	6	2	3 + 28 part	502074	93.214	1.015	0.00	331.83	222.54	114997	1660883	26031	30910	6300	19171	23	16	59	33
ilmn_bin.0063	1409	1409	103	5	0	0	3431360	3431360	688418	58698	0	0	1409	14645	3431360	2680468	46.69	45.83	2796	3433	1779	2423	385	263	770	498	3	3	12256	2	0	747 + 8 part	1531703	70.026	1.012	0.00	483.21	36.17	14645	1896308	1466	2410	-	-	513	317	-	-
r103-il_bin.0103	98	98	89	65	37	15	2672680	2672680	2641977	2473383	1992826	1187570	98	192311	2672680	2680468	45.92	45.83	47313	47313	24638	24638	19	19	38	38	15	12	764639	6	0	27 + 25 part	504653	80.047	1.010	1.42	559.14	68.37	149926	2166993	36132	36132	9750	9750	24	24	56	56
r103_bin.0083	110	110	97	72	40	17	2914510	2914510	2869214	2689494	2154835	1323023	110	192384	2914510	2680468	45.55	45.83	47334	49396	24429	27345	20	18	42	35	15	12	765184	7	0	42 + 24 part	742035	80.170	1.011	0.00	681.97	215.41	149973	2171439	31817	36112	-	9971	27	24	-	56
r104-il_bin.0032	88	88	85	65	33	10	2145884	2145884	2132170	1987604	1474949	706273	88	105514	2145884	2680468	46.22	45.83	33087	28322	21692	8965	20	28	39	68	15	14	544652	8	0	1 + 23 part	126192	75.000	1.005	0.33	528.46	43.72	104838	2015828	27758	21496	15619	2453	24	35	50	97
r104_bin.0096	111	111	96	73	34	10	2361482	2361482	2301594	2134655	1501980	706138	111	105515	2361482	2680468	46.02	45.83	30857	28306	17775	12640	23	28	47	63	17	15	551422	8	0	3 + 31 part	157324	81.729	1.006	0.00	594.78	119.91	104839	2199766	24646	21714	12691	7328	28	35	60	83
